"","Created.Data","Latitude","Longtitude","Years"
"5",	10/18/2017 09:00:00 PM	40.80778	-73.95292	2017
21	12/15/2017 10:53:00 PM	40.80311	-73.95825	2017
37	01/30/2018 06:01:00 PM	40.80302	-73.95267	2018
57	04/09/2018 12:51:00 PM	40.80856	-73.95978	NA
75	07/11/2018 10:02:00 PM	40.80826	-73.95627	2018
91	09/25/2018 11:22:00 AM	40.80311	-73.95825	2018
113	01/09/2019 12:55:00 PM	40.80596	-73.95282	2019
122	02/25/2019 08:04:00 PM	40.80530	-73.95664	2019
126	03/29/2019 01:34:00 PM	40.80467	-73.95276	2019
142	06/29/2019 12:43:00 AM	40.80225	-73.95324	2019
154	09/12/2019 02:18:00 PM	40.80318	-73.95254	2019
168	11/12/2019 08:32:00 PM	40.80948	-73.95722	2019
170	11/03/2019 07:14:00 AM	40.80764	-73.95672	2019
197	02/01/2010 11:39:00 AM	40.80988	-73.95328	2010
206	03/05/2010 06:07:00 PM	40.80507	-73.95996	2010
213	03/31/2010 11:39:00 PM	40.80225	-73.95324	2010
220	04/13/2010 10:17:00 AM	40.80507	-73.95996	2010
234	04/22/2010 12:54:00 PM	40.80507	-73.95996	2010
237	05/01/2010 10:12:00 AM	40.80507	-73.95996	2010
250	05/25/2010 11:07:00 PM	40.80523	-73.96223	2010
251	05/25/2010 11:08:00 PM	40.80584	-73.96175	2010
260	06/17/2010 02:44:00 PM	40.80239	-73.96247	2010
283	09/20/2010 09:20:00 AM	40.80778	-73.95292	2010
306	11/03/2010 11:58:00 PM	40.80751	-73.96054	2010
315	11/25/2010 10:26:00 PM	40.80751	-73.96054	2010
326	12/20/2010 06:39:00 PM	40.80239	-73.96247	2010
357	04/01/2011 11:04:00 AM	40.80203	-73.95900	2011
361	04/13/2011 04:41:00 AM	40.80902	-73.95392	2011
425	11/29/2011 09:29:00 AM	40.80909	-73.95387	2011
460	04/16/2012 10:34:00 PM	40.80997	-73.95503	2012
510	09/03/2012 01:02:00 PM	40.80281	-73.95844	2012
530	11/13/2012 08:46:00 AM	40.80311	-73.95825	2012
549	01/19/2013 07:10:00 PM	40.80778	-73.95292	2013
597	07/17/2013 10:08:00 PM	40.80836	-73.95992	2013
621	11/06/2013 03:20:00 PM	40.80225	-73.95324	2013
641	01/13/2014 09:16:00 AM	40.80436	-73.96287	2014
671	05/29/2014 10:22:00 PM	40.80907	-73.95941	2014
676	07/06/2014 09:54:00 PM	40.80907	-73.95941	2014
685	07/30/2014 09:57:00 PM	40.80716	-73.95525	2014
693	08/16/2014 08:46:00 PM	40.80911	-73.95301	2014
694	08/26/2014 01:06:00 PM	40.80602	-73.95609	2014
715	11/12/2014 11:01:00 AM	40.80311	-73.95825	2014
724	12/05/2014 05:13:00 PM	40.80452	-73.95530	2014
725	12/09/2014 08:47:00 PM	40.80325	-73.95621	2014
822	08/09/2015 09:58:00 PM	40.80402	-73.95820	2015
837	09/21/2015 07:44:00 PM	40.80400	-73.95270	2015
844	10/05/2015 05:32:00 AM	40.80963	-73.95527	2015
855	11/05/2015 01:42:00 PM	40.80482	-73.95699	2015
859	11/22/2015 08:59:00 AM	40.80346	-73.95234	2015
880	01/06/2016 06:40:00 PM	40.80346	-73.95234	2016
903	02/22/2016 06:05:00 PM	40.80854	-73.95427	2016
981	08/06/2016 04:42:00 PM	40.80223	-73.95886	2016
985	08/15/2016 09:33:00 AM	40.80311	-73.95825	2016
993	09/02/2016 05:59:00 AM	40.80778	-73.95292	2016
1038	03/03/2017 10:01:00 PM	40.80436	-73.96287	2017
1039	03/04/2017 02:32:00 PM	40.80436	-73.96287	2017
1041	03/14/2017 03:55:00 PM	40.80436	-73.96287	2017
1082	08/24/2017 01:27:00 PM	40.80778	-73.95292	2017
"1","10/05/2017 12:30:00 PM",40.8135394615902,-73.9598675745297,"2017"
"2","10/07/2017 10:34:00 PM",40.814187499405,-73.9606908656949,"2017"
"3","10/10/2017 06:34:00 PM",40.8161228385982,-73.9616145853137,"2017"
"4","10/18/2017 06:52:00 PM",40.7962459095041,-73.97249716231,"2017"
"5","10/18/2017 09:00:00 PM",40.8077811494629,-73.9529173835718,"2017"
"6","10/20/2017 09:33:00 AM",40.814187499405,-73.9606908656949,"2017"
"7","10/20/2017 09:32:00 AM",40.8155265873903,-73.9597182550041,"2017"
"8","10/24/2017 05:24:00 AM",40.8142391792494,-73.9593360940755,"2017"
"9","10/28/2017 08:58:00 PM",40.8142391792494,-73.9593360940755,"2017"
"10","11/01/2017 05:10:00 PM",40.7888693016321,-73.966740240031,"2017"
"11","11/02/2017 09:21:00 PM",40.8137781892691,-73.959686799678,"2017"
"12","11/07/2017 09:37:00 AM",40.8137781892691,-73.959686799678,"2017"
"13","11/14/2017 12:32:00 PM",40.8137781892691,-73.959686799678,"2018"
"14","11/15/2017 06:55:00 PM",40.8087354432229,-73.9447708718271,"2017"
"15","11/29/2017 11:53:00 AM",40.8012628318594,-73.9613919903697,"2017"
"16","11/29/2017 12:56:00 PM",40.7989452250591,-73.9668110537979,"2018"
"17","11/30/2017 08:37:00 PM",40.8137781892691,-73.959686799678,"2017"
"18","12/01/2017 12:12:00 AM",40.8123280230486,-73.9570469119078,"2017"
"19","12/04/2017 01:21:00 PM",40.814187499405,-73.9606908656949,"2017"
"20","12/12/2017 09:19:00 AM",40.8113913018118,-73.9627191231359,"2017"
"21","12/15/2017 10:53:00 PM",40.8031061922266,-73.9582484475244,"2017"
"22","12/19/2017 02:31:00 PM",40.8132106156768,-73.9613922845732,"2018"
"23","12/19/2017 08:07:00 AM",40.8137781892691,-73.959686799678,"2017"
"24","12/28/2017 01:49:00 PM",40.812610647015,-73.9568263636765,"2017"
"25","12/28/2017 01:53:00 PM",40.812610647015,-73.9568263636765,"2017"
"26","01/03/2018 08:01:00 PM",40.7913236286111,-73.968656666929,"2018"
"27","01/05/2018 08:09:00 AM",40.814187499405,-73.9606908656949,"2018"
"28","01/10/2018 02:13:00 PM",40.8155265873903,-73.9597182550041,"2018"
"29","01/10/2018 02:13:00 PM",40.8151200097123,-73.9587033349937,"2018"
"30","01/11/2018 11:41:00 AM",40.8000353447396,-73.9524569306645,"2018"
"31","01/12/2018 10:44:00 AM",40.8136355041603,-73.9598024896318,"2018"
"32","01/18/2018 08:46:00 AM",40.814187499405,-73.9606908656949,"2018"
"33","01/18/2018 08:44:00 AM",40.8109930271523,-73.9542878488369,"2018"
"34","01/23/2018 07:51:00 PM",40.7962459095041,-73.97249716231,"2018"
"35","01/25/2018 02:46:00 PM",40.7962459095041,-73.97249716231,"2018"
"36","01/29/2018 11:53:00 AM",40.8161228385982,-73.9616145853137,"2018"
"37","01/30/2018 06:01:00 PM",40.803024438915,-73.952667905737,"2018"
"38","01/31/2018 03:00:00 PM",40.8106267454136,-73.9582726293505,"2018"
"39","02/10/2018 10:25:00 PM",40.8137781892691,-73.959686799678,"2018"
"40","02/10/2018 07:27:00 PM",40.7945672316803,-73.9662895579894,"2018"
"41","02/10/2018 07:09:00 PM",40.7951363096981,-73.9695938894286,"2018"
"42","02/14/2018 09:03:00 PM",40.8132106156768,-73.9613922845732,"2018"
"43","02/14/2018 11:59:00 AM",40.7926271142759,-73.9677098481034,"2018"
"44","02/16/2018 09:40:00 AM",40.7930085463394,-73.9674062978792,"2018"
"45","02/18/2018 12:00:00 PM",40.7948344474189,-73.9698143342746,"2018"
"46","02/19/2018 06:27:00 AM",40.8079606690324,-73.9490773792095,"2018"
